Interaction,Source_Name,Target_Name,Source_Rank,Target_Rank,ID,Source_Life_Stage,Target_Life_Stage
Muscidae Muscidae,Muscidae,Muscidae,Family,Family,2,,
Muscidae Plants,Muscidae,Plants,Family,Feeding guild,2,Adult,
Muscidae Psychodidae,Muscidae,Psychodidae,Family,Family,2,,
Muscidae Sarcophagidae,Muscidae,Sarcophagidae,Family,Family,1,Young,Young
Muscidae Scarabaeidae,Muscidae,Scarabaeidae,Family,Family,2,,
Muscidae Sciaridae,Muscidae,Sciaridae,Family,Family,2,,
Muscidae Simuliidae,Muscidae,Simuliidae,Family,Family,2,,
Mycetophagidae Fungi,Mycetophagidae,Fungi,Family,Feeding guild,2,,
Mycetophagidae Plants,Mycetophagidae,Plants,Family,Feeding guild,2,,
Naucoridae Chironomidae,Naucoridae,Chironomidae,Family,Family,1,Young,Young
Naucoridae Lymnaeidae,Naucoridae,Lymnaeidae,Family,Family,1,Adult,Adult
Naucoridae Naucoridae,Naucoridae,Naucoridae,Family,Family,1,Adult,Adult
Nemonychidae Nemonychidae,Nemonychidae,Nemonychidae,Family,Family,2,,
Nemonychidae Plants,Nemonychidae,Plants,Family,Feeding guild,2,Young and Adult,
Nemouridae Aquatic detritus,Nemouridae,Aquatic detritus,Family,Feeding guild,2,,
Nemouridae Plants,Nemouridae,Plants,Family,Feeding guild,2,Young,
Nepidae Chironomidae,Nepidae,Chironomidae,Family,Family,1,,
Nepidae Lymnaeidae,Nepidae,Lymnaeidae,Family,Family,1,,
Nitidulidae Curculionidae,Nitidulidae,Curculionidae,Family,Family,2,,
Nitidulidae Formicidae,Nitidulidae,Formicidae,Family,Family,1; 2,,
Nitidulidae Nitidulidae,Nitidulidae,Nitidulidae,Family,Family,2,,
Nitidulidae Plants,Nitidulidae,Plants,Family,Feeding guild,2,Young and Adult,
Noctuidae Agromyzidae,Noctuidae,Agromyzidae,Family,Family,1,,
Noctuidae Noctuidae,Noctuidae,Noctuidae,Family,Family,1,,
Noctuidae Plants,Noctuidae,Plants,Family,Feeding guild,2,Young and Adult,
Noteridae Ceratopogonidae,Noteridae,Ceratopogonidae,Family,Family,1,,
Noteridae Chironomidae,Noteridae,Chironomidae,Family,Family,1,,
Noteridae Culicidae,Noteridae,Culicidae,Family,Family,1,,
Notonectidae Annelida,Notonectidae,Annelida,Family,Feeding guild,2,Young,Young
Notonectidae Baetidae,Notonectidae,Baetidae,Family,Family,1; 2,Young,Young
Notonectidae Caenidae,Notonectidae,Caenidae,Family,Family,1; 2,Young,Young
Notonectidae Candonidae,Notonectidae,Candonidae,Family,Family,51,Young and Adult,
Notonectidae Capniidae,Notonectidae,Capniidae,Family,Family,2,Young,Young
Notonectidae Ceratopogonidae,Notonectidae,Ceratopogonidae,Family,Family,1,Young,Young
Notonectidae Chironomidae,Notonectidae,Chironomidae,Family,Family,1; 2,Young,Young
Notonectidae Chrysomelidae,Notonectidae,Chrysomelidae,Family,Family,2,Young,Young
Notonectidae Coenagrionidae,Notonectidae,Coenagrionidae,Family,Family,1,Young,Young
Notonectidae Culicidae,Notonectidae,Culicidae,Family,Family,2,Young,Young
Notonectidae Curculionidae,Notonectidae,Curculionidae,Family,Family,2,Young,Young
Notonectidae Daphniidae,Notonectidae,Daphniidae,Family,Family,55,Young and Adult,
Notonectidae Dixidae,Notonectidae,Dixidae,Family,Family,2,Young,Young
Notonectidae Dryopidae,Notonectidae,Dryopidae,Family,Family,2,Young,Young
Notonectidae Dytiscidae,Notonectidae,Dytiscidae,Family,Family,1,Young and Adult,Young and Adult
Notonectidae Elmidae,Notonectidae,Elmidae,Family,Family,2,Young,Young
Notonectidae Ephemeridae,Notonectidae,Ephemeridae,Family,Family,2,Young,Young
Notonectidae Ephydridae,Notonectidae,Ephydridae,Family,Family,1; 2,Young,Young
Notonectidae Formicidae,Notonectidae,Formicidae,Family,Family,1,,
Notonectidae Gammaridae,Notonectidae,Gammaridae,Family,Family,1; 2,Young,Young
Notonectidae Gerridae,Notonectidae,Gerridae,Family,Family,1,Young and Adult,Young and Adult
Notonectidae Haliplidae,Notonectidae,Haliplidae,Family,Family,1; 2,Young and Adult,Young and Adult
Notonectidae Heptageniidae,Notonectidae,Heptageniidae,Family,Family,2,Young,Young
Notonectidae Hydrophilidae,Notonectidae,Hydrophilidae,Family,Family,2,Young,Young
Notonectidae Lepidostomatidae,Notonectidae,Lepidostomatidae,Family,Family,2,Young,Young
Notonectidae Leuctridae,Notonectidae,Leuctridae,Family,Family,2,Young,Young
Notonectidae Limnephilidae,Notonectidae,Limnephilidae,Family,Family,1; 2,Young,Young
Notonectidae Limoniidae,Notonectidae,Limoniidae,Family,Family,2,Young,Young
Notonectidae Lymnaeidae,Notonectidae,Lymnaeidae,Family,Family,2,Young,Young
Notonectidae Nemouridae,Notonectidae,Nemouridae,Family,Family,1; 2,Young,Young
Notonectidae Noteridae,Notonectidae,Noteridae,Family,Family,1,,
Notonectidae Notonectidae,Notonectidae,Notonectidae,Family,Family,1,Young and Adult,Young and Adult
Notonectidae Philopotamidae,Notonectidae,Philopotamidae,Family,Family,2,Young,Young
Notonectidae Physidae,Notonectidae,Physidae,Family,Family,2,Young,Young
Notonectidae Plankton,Notonectidae,Plankton,Family,Feeding guild,2,Young,
Notonectidae Psychodidae,Notonectidae,Psychodidae,Family,Family,2,Young,Young
Notonectidae Ptychopteridae,Notonectidae,Ptychopteridae,Family,Family,2,Young,Young
Notonectidae Scirtidae,Notonectidae,Scirtidae,Family,Family,2,Young,Young
Notonectidae Sialidae,Notonectidae,Sialidae,Family,Family,1,Young,Young
Notonectidae Simuliidae,Notonectidae,Simuliidae,Family,Family,2,Young,Young
Notonectidae Stratiomyidae,Notonectidae,Stratiomyidae,Family,Family,2,Young,Young
Notonectidae Syrphidae,Notonectidae,Syrphidae,Family,Family,2,Young,Young
Notonectidae Tipulidae,Notonectidae,Tipulidae,Family,Family,2,Young,Young
Odontoceridae Aquatic detritus,Odontoceridae,Aquatic detritus,Family,Feeding guild,2,,
Odontoceridae Baetidae,Odontoceridae,Baetidae,Family,Family,1; 2,Young,Young
Odontoceridae Caenidae,Odontoceridae,Caenidae,Family,Family,2,Young,Young
Odontoceridae Capniidae,Odontoceridae,Capniidae,Family,Family,2,Young,Young
Odontoceridae Chironomidae,Odontoceridae,Chironomidae,Family,Family,2,Young,Young
Odontoceridae Chrysomelidae,Odontoceridae,Chrysomelidae,Family,Family,2,Young,Young
Odontoceridae Culicidae,Odontoceridae,Culicidae,Family,Family,2,Young,Young
Odontoceridae Curculionidae,Odontoceridae,Curculionidae,Family,Family,2,Young,Young
Odontoceridae Dixidae,Odontoceridae,Dixidae,Family,Family,2,Young,Young
Odontoceridae Dryopidae,Odontoceridae,Dryopidae,Family,Family,2,Young,Young
Odontoceridae Elmidae,Odontoceridae,Elmidae,Family,Family,2,Young,Young
Odontoceridae Ephemeridae,Odontoceridae,Ephemeridae,Family,Family,2,Young,Young
Odontoceridae Ephydridae,Odontoceridae,Ephydridae,Family,Family,2,Young,Young
Odontoceridae Gammaridae,Odontoceridae,Gammaridae,Family,Family,2,Young,Young
Odontoceridae Haliplidae,Odontoceridae,Haliplidae,Family,Family,2,Young,Young
Odontoceridae Heptageniidae,Odontoceridae,Heptageniidae,Family,Family,2,Young,Young
Odontoceridae Hydrophilidae,Odontoceridae,Hydrophilidae,Family,Family,2,Young,Young
Odontoceridae Lepidostomatidae,Odontoceridae,Lepidostomatidae,Family,Family,2,Young,Young
Odontoceridae Leuctridae,Odontoceridae,Leuctridae,Family,Family,2,Young,Young
Odontoceridae Limnephilidae,Odontoceridae,Limnephilidae,Family,Family,2,Young,Young
Odontoceridae Limoniidae,Odontoceridae,Limoniidae,Family,Family,2,Young,Young
Odontoceridae Lymnaeidae,Odontoceridae,Lymnaeidae,Family,Family,2,Young,Young
Odontoceridae Nemouridae,Odontoceridae,Nemouridae,Family,Family,2,Young,Young
Odontoceridae Philopotamidae,Odontoceridae,Philopotamidae,Family,Family,2,Young,Young
Odontoceridae Physidae,Odontoceridae,Physidae,Family,Family,2,Young,Young
Odontoceridae Plants,Odontoceridae,Plants,Family,Feeding guild,2,,
Odontoceridae Psychodidae,Odontoceridae,Psychodidae,Family,Family,2,Young,Young
Odontoceridae Ptychopteridae,Odontoceridae,Ptychopteridae,Family,Family,2,Young,Young
Odontoceridae Scirtidae,Odontoceridae,Scirtidae,Family,Family,2,Young,Young
Odontoceridae Simuliidae,Odontoceridae,Simuliidae,Family,Family,2,Young,Young
Odontoceridae Stratiomyidae,Odontoceridae,Stratiomyidae,Family,Family,2,Young,Young
Odontoceridae Syrphidae,Odontoceridae,Syrphidae,Family,Family,2,Young,Young
Odontoceridae Tipulidae,Odontoceridae,Tipulidae,Family,Family,2,Young,Young
Parasitidae Carabidae,Parasitidae,Carabidae,Family,Family,35,Young and Adult,
Parasitidae Collembola,Parasitidae,Collembola,Family,Feeding guild,58; 85,Adult,Adult
Pediciidae Terrestrial detritus,Pediciidae,Terrestrial detritus,Family,Feeding guild,36,Young,
Peripsocidae Terrestrial detritus,Peripsocidae,Terrestrial detritus,Family,Feeding guild,37,Young and Adult,
Perlodidae Annelida,Perlodidae,Annelida,Family,Feeding guild,2,Young,Young
Perlodidae Baetidae,Perlodidae,Baetidae,Family,Family,1; 2,Young,Young
Perlodidae Caenidae,Perlodidae,Caenidae,Family,Family,2,Young,Young
Perlodidae Capniidae,Perlodidae,Capniidae,Family,Family,2,Young,Young
Perlodidae Chironomidae,Perlodidae,Chironomidae,Family,Family,1; 2,Young,Young
Perlodidae Chrysomelidae,Perlodidae,Chrysomelidae,Family,Family,2,Young,Young
Perlodidae Culicidae,Perlodidae,Culicidae,Family,Family,2,Young,Young
Perlodidae Curculionidae,Perlodidae,Curculionidae,Family,Family,2,Young,Young
Perlodidae Dixidae,Perlodidae,Dixidae,Family,Family,2,Young,Young
Perlodidae Dryopidae,Perlodidae,Dryopidae,Family,Family,2,Young,Young
Perlodidae Dytiscidae,Perlodidae,Dytiscidae,Family,Family,1,,
Perlodidae Elmidae,Perlodidae,Elmidae,Family,Family,2,Young,Young
Perlodidae Ephemeridae,Perlodidae,Ephemeridae,Family,Family,2,Young,Young
Perlodidae Ephydridae,Perlodidae,Ephydridae,Family,Family,2,Young,Young
Perlodidae Gammaridae,Perlodidae,Gammaridae,Family,Family,1; 2,Young and Adult,Young and Adult
Perlodidae Haliplidae,Perlodidae,Haliplidae,Family,Family,2,Young,Young
Perlodidae Heptageniidae,Perlodidae,Heptageniidae,Family,Family,1; 2,Young,Young
Perlodidae Hydrophilidae,Perlodidae,Hydrophilidae,Family,Family,2,Young,Young
Perlodidae Lepidostomatidae,Perlodidae,Lepidostomatidae,Family,Family,2,Young,Young
Perlodidae Leuctridae,Perlodidae,Leuctridae,Family,Family,1; 2,Young,Young
Perlodidae Limnephilidae,Perlodidae,Limnephilidae,Family,Family,2,Young,Young
Perlodidae Limoniidae,Perlodidae,Limoniidae,Family,Family,2,Young,Young
Perlodidae Lymnaeidae,Perlodidae,Lymnaeidae,Family,Family,2,Young,Young
Perlodidae Nemouridae,Perlodidae,Nemouridae,Family,Family,1; 2,Young,Young
Perlodidae Perlodidae,Perlodidae,Perlodidae,Family,Family,1,Young,Young
Perlodidae Philopotamidae,Perlodidae,Philopotamidae,Family,Family,2,Young,Young
Perlodidae Physidae,Perlodidae,Physidae,Family,Family,2,Young,Young
Perlodidae Plankton,Perlodidae,Plankton,Family,Feeding guild,2,Young,
Perlodidae Plants,Perlodidae,Plants,Family,Feeding guild,2,,
Perlodidae Psychodidae,Perlodidae,Psychodidae,Family,Family,2,Young,Young
Perlodidae Ptychopteridae,Perlodidae,Ptychopteridae,Family,Family,2,Young,Young
Perlodidae Scirtidae,Perlodidae,Scirtidae,Family,Family,2,Young,Young
Perlodidae Simuliidae,Perlodidae,Simuliidae,Family,Family,1; 2,Young,Young
Perlodidae Stratiomyidae,Perlodidae,Stratiomyidae,Family,Family,2,Young,Young
Perlodidae Syrphidae,Perlodidae,Syrphidae,Family,Family,2,Young,Young
Perlodidae Tipulidae,Perlodidae,Tipulidae,Family,Family,2,Young,Young
Phalangiidae Annelida,Phalangiidae,Annelida,Family,Feeding guild,39,Young and Adult,
Phalangiidae Chrysomelidae,Phalangiidae,Chrysomelidae,Family,Family,38,Young and Adult,Egg
Phalangiidae Elipsocidae,Phalangiidae,Elipsocidae,Family,Family,63,Young and Adult,Egg
Phalangiidae Noctuidae,Phalangiidae,Noctuidae,Family,Family,38,Young and Adult,Egg
Phalangiidae Peripsocidae,Phalangiidae,Peripsocidae,Family,Family,89,Adult,Young
Philopotamidae Algae,Philopotamidae,Algae,Family,Feeding guild,2,,
Philopotamidae Aquatic detritus,Philopotamidae,Aquatic detritus,Family,Feeding guild,2,,
Philopotamidae Baetidae,Philopotamidae,Baetidae,Family,Family,1,,
Philopotamidae Plants,Philopotamidae,Plants,Family,Feeding guild,2,Young,
Philotarsidae Terrestrial detritus,Philotarsidae,Terrestrial detritus,Family,Feeding guild,37,Young and Adult,
Phoridae Geometridae,Phoridae,Geometridae,Family,Family,1,,
Physidae Plankton,Physidae,Plankton,Family,Feeding guild,2,Young,
Physidae Plants,Physidae,Plants,Family,Feeding guild,2,Young and Adult,Young
Pipunculidae Cicadellidae,Pipunculidae,Cicadellidae,Family,Family,1; 2,,
Pipunculidae Plants,Pipunculidae,Plants,Family,Feeding guild,2,,
Platypezidae Fungi,Platypezidae,Fungi,Family,Feeding guild,2,Young and Adult,
Platypezidae Plants,Platypezidae,Plants,Family,Feeding guild,2,,
Platystomatidae Fungi,Platystomatidae,Fungi,Family,Feeding guild,2,,
Platystomatidae Plants,Platystomatidae,Plants,Family,Feeding guild,2,,
Polleniidae Annelida,Polleniidae,Annelida,Family,Feeding guild,41,Young,Young and Adult
Polyxenidae Terrestrial detritus,Polyxenidae,Terrestrial detritus,Family,Feeding guild,2,Young and Adult,
Psychodidae Aquatic detritus,Psychodidae,Aquatic detritus,Family,Feeding guild,2,Young,
Psychodidae Plankton,Psychodidae,Plankton,Family,Feeding guild,2,Young,
Psychodidae Plants,Psychodidae,Plants,Family,Feeding guild,2,Young and Adult,Young
Ptychopteridae Aquatic detritus,Ptychopteridae,Aquatic detritus,Family,Feeding guild,2,Young,
Ptychopteridae Plankton,Ptychopteridae,Plankton,Family,Feeding guild,2,Young,
Ptychopteridae Plants,Ptychopteridae,Plants,Family,Feeding guild,2,Young,Young
Pyralidae Plants,Pyralidae,Plants,Family,Feeding guild,2,Young,
Rhagionidae Annelida,Rhagionidae,Annelida,Family,Feeding guild,2; 80,Young,Young and Adult
Rhagionidae Baetidae,Rhagionidae,Baetidae,Family,Family,2,Young,Young
Rhagionidae Caenidae,Rhagionidae,Caenidae,Family,Family,2,Young,Young
Rhagionidae Capniidae,Rhagionidae,Capniidae,Family,Family,2,Young,Young
Rhagionidae Chironomidae,Rhagionidae,Chironomidae,Family,Family,2,Young,Young
Rhagionidae Chrysomelidae,Rhagionidae,Chrysomelidae,Family,Family,2,Young,Young
Rhagionidae Culicidae,Rhagionidae,Culicidae,Family,Family,2,Young,Young
Rhagionidae Curculionidae,Rhagionidae,Curculionidae,Family,Family,2,Young,Young
Rhagionidae Dixidae,Rhagionidae,Dixidae,Family,Family,2,Young,Young
Rhagionidae Dryopidae,Rhagionidae,Dryopidae,Family,Family,2,Young,Young
Rhagionidae Elmidae,Rhagionidae,Elmidae,Family,Family,2,Young,Young
Rhagionidae Ephemeridae,Rhagionidae,Ephemeridae,Family,Family,2,Young,Young
Rhagionidae Ephydridae,Rhagionidae,Ephydridae,Family,Family,2,Young,Young
Rhagionidae Gammaridae,Rhagionidae,Gammaridae,Family,Family,2,Young,Young
Rhagionidae Haematophagous,Rhagionidae,Haematophagous,Family,Feeding guild,2,Adult,
Rhagionidae Haliplidae,Rhagionidae,Haliplidae,Family,Family,2,Young,Young
Rhagionidae Heptageniidae,Rhagionidae,Heptageniidae,Family,Family,2,Young,Young
Rhagionidae Hydrophilidae,Rhagionidae,Hydrophilidae,Family,Family,2,Young,Young
Rhagionidae Lepidostomatidae,Rhagionidae,Lepidostomatidae,Family,Family,2,Young,Young
Rhagionidae Leuctridae,Rhagionidae,Leuctridae,Family,Family,2,Young,Young
Rhagionidae Limnephilidae,Rhagionidae,Limnephilidae,Family,Family,2,Young,Young
Rhagionidae Limoniidae,Rhagionidae,Limoniidae,Family,Family,2,Young,Young
Rhagionidae Lymnaeidae,Rhagionidae,Lymnaeidae,Family,Family,2,Young,Young
Rhagionidae Nemouridae,Rhagionidae,Nemouridae,Family,Family,2,Young,Young
Rhagionidae Philopotamidae,Rhagionidae,Philopotamidae,Family,Family,2,Young,Young
Rhagionidae Physidae,Rhagionidae,Physidae,Family,Family,2,Young,Young
Rhagionidae Plankton,Rhagionidae,Plankton,Family,Feeding guild,2,Young,
Rhagionidae Psychodidae,Rhagionidae,Psychodidae,Family,Family,2,Young,Young
Rhagionidae Ptychopteridae,Rhagionidae,Ptychopteridae,Family,Family,2,Young,Young
Rhagionidae Scirtidae,Rhagionidae,Scirtidae,Family,Family,2,Young,Young
Rhagionidae Simuliidae,Rhagionidae,Simuliidae,Family,Family,2,Young,Young
Rhagionidae Stratiomyidae,Rhagionidae,Stratiomyidae,Family,Family,2,Young,Young
Rhagionidae Syrphidae,Rhagionidae,Syrphidae,Family,Family,2,Young,Young
Rhagionidae Tipulidae,Rhagionidae,Tipulidae,Family,Family,2,Young,Young
Rhodacaridae Collembola,Rhodacaridae,Collembola,Family,Feeding guild,42; 58,Young and Adult,Young and Adult
Rhodacaridae Elateridae,Rhodacaridae,Elateridae,Family,Family,42,Young and Adult,Young
Rhyparochromidae Formicidae,Rhyparochromidae,Formicidae,Family,Family,2,,
Rhyparochromidae Plants,Rhyparochromidae,Plants,Family,Feeding guild,2,,
Rhyparochromidae Rhyparochromidae,Rhyparochromidae,Rhyparochromidae,Family,Family,1; 2,,
Sarcophagidae Carabidae,Sarcophagidae,Carabidae,Family,Family,1; 2,,
Sarcophagidae Cerambycidae,Sarcophagidae,Cerambycidae,Family,Family,1,Young,Young
Sarcophagidae Curculionidae,Sarcophagidae,Curculionidae,Family,Family,1; 2,,
Sarcophagidae Erebidae,Sarcophagidae,Erebidae,Family,Family,1; 2,,
Sarcophagidae Plants,Sarcophagidae,Plants,Family,Feeding guild,2,Adult,
Sarcophagidae Scarabaeidae,Sarcophagidae,Scarabaeidae,Family,Family,1,,
Scarabaeidae Plants,Scarabaeidae,Plants,Family,Feeding guild,2,Young and Adult,
Sciaridae Fungi,Sciaridae,Fungi,Family,Feeding guild,2,Young,
Sciaridae Plants,Sciaridae,Plants,Family,Feeding guild,2,Adult,
Sciomyzidae Annelida,Sciomyzidae,Annelida,Family,Feeding guild,2,Young,Young
Sciomyzidae Baetidae,Sciomyzidae,Baetidae,Family,Family,2,Young,Young
Sciomyzidae Caenidae,Sciomyzidae,Caenidae,Family,Family,2,Young,Young
Sciomyzidae Capniidae,Sciomyzidae,Capniidae,Family,Family,2,Young,Young
Sciomyzidae Chironomidae,Sciomyzidae,Chironomidae,Family,Family,2,Young,Young
Sciomyzidae Chrysomelidae,Sciomyzidae,Chrysomelidae,Family,Family,2,Young,Young
Sciomyzidae Culicidae,Sciomyzidae,Culicidae,Family,Family,2,Young,Young
Sciomyzidae Curculionidae,Sciomyzidae,Curculionidae,Family,Family,2,Young,Young
Sciomyzidae Dixidae,Sciomyzidae,Dixidae,Family,Family,2,Young,Young
Sciomyzidae Dryopidae,Sciomyzidae,Dryopidae,Family,Family,2,Young,Young
Sciomyzidae Elmidae,Sciomyzidae,Elmidae,Family,Family,2,Young,Young
Sciomyzidae Ephemeridae,Sciomyzidae,Ephemeridae,Family,Family,2,Young,Young
Sciomyzidae Ephydridae,Sciomyzidae,Ephydridae,Family,Family,2,Young,Young
Sciomyzidae Gammaridae,Sciomyzidae,Gammaridae,Family,Family,2,Young,Young
Sciomyzidae Haliplidae,Sciomyzidae,Haliplidae,Family,Family,2,Young,Young
Sciomyzidae Heptageniidae,Sciomyzidae,Heptageniidae,Family,Family,2,Young,Young
Sciomyzidae Hydrophilidae,Sciomyzidae,Hydrophilidae,Family,Family,2,Young,Young
Sciomyzidae Lepidostomatidae,Sciomyzidae,Lepidostomatidae,Family,Family,2,Young,Young
Sciomyzidae Leuctridae,Sciomyzidae,Leuctridae,Family,Family,2,Young,Young
Sciomyzidae Limnephilidae,Sciomyzidae,Limnephilidae,Family,Family,2,Young,Young
Sciomyzidae Limoniidae,Sciomyzidae,Limoniidae,Family,Family,2,Young,Young
Sciomyzidae Lymnaeidae,Sciomyzidae,Lymnaeidae,Family,Family,2,Young,Young
Sciomyzidae Nemouridae,Sciomyzidae,Nemouridae,Family,Family,2,Young,Young
Sciomyzidae Philopotamidae,Sciomyzidae,Philopotamidae,Family,Family,2,Young,Young
Sciomyzidae Physidae,Sciomyzidae,Physidae,Family,Family,2,Young,Young
Sciomyzidae Plankton,Sciomyzidae,Plankton,Family,Feeding guild,2,Young,
Sciomyzidae Plants,Sciomyzidae,Plants,Family,Feeding guild,2,Adult,
Sciomyzidae Psychodidae,Sciomyzidae,Psychodidae,Family,Family,2,Young,Young
Sciomyzidae Ptychopteridae,Sciomyzidae,Ptychopteridae,Family,Family,2,Young,Young
Sciomyzidae Sciomyzidae,Sciomyzidae,Sciomyzidae,Family,Family,1,Young,Young
Sciomyzidae Scirtidae,Sciomyzidae,Scirtidae,Family,Family,2,Young,Young
Sciomyzidae Simuliidae,Sciomyzidae,Simuliidae,Family,Family,2,Young,Young
Sciomyzidae Stratiomyidae,Sciomyzidae,Stratiomyidae,Family,Family,2,Young,Young
Sciomyzidae Syrphidae,Sciomyzidae,Syrphidae,Family,Family,2,Young,Young
Sciomyzidae Tipulidae,Sciomyzidae,Tipulidae,Family,Family,2,Young,Young
Scirtidae Aquatic detritus,Scirtidae,Aquatic detritus,Family,Feeding guild,2,Young and Adult,
Scirtidae Plants,Scirtidae,Plants,Family,Feeding guild,2,Young,Young
Scraptiidae Terrestrial detritus,Scraptiidae,Terrestrial detritus,Family,Feeding guild,43,Young,
Scutigerellidae Terrestrial detritus,Scutigerellidae,Terrestrial detritus,Family,Feeding guild,44,Young and Adult,
Sepsidae Coprophagous,Sepsidae,Coprophagous,Family,Feeding guild,2,Young,
Sepsidae Plants,Sepsidae,Plants,Family,Feeding guild,2,Adult,
Sialidae Annelida,Sialidae,Annelida,Family,Feeding guild,2,Young,Young
Sialidae Baetidae,Sialidae,Baetidae,Family,Family,2,Young,Young
Sialidae Caenidae,Sialidae,Caenidae,Family,Family,1; 2,Young,Young
Sialidae Canthocamptidae,Sialidae,Canthocamptidae,Family,Family,52,Young,
Sialidae Capniidae,Sialidae,Capniidae,Family,Family,2,Young,Young
Sialidae Ceratopogonidae,Sialidae,Ceratopogonidae,Family,Family,1,Young,Young
Sialidae Chironomidae,Sialidae,Chironomidae,Family,Family,1; 2,Young,Young
Sialidae Chrysomelidae,Sialidae,Chrysomelidae,Family,Family,2,Young,Young
Sialidae Chydoridae,Sialidae,Chydoridae,Family,Family,52,Young,
Sialidae Culicidae,Sialidae,Culicidae,Family,Family,1; 2,Young,Young
Sialidae Curculionidae,Sialidae,Curculionidae,Family,Family,2,Young,Young
Sialidae Cyclopidae,Sialidae,Cyclopidae,Family,Family,54,Young,Young
Sialidae Dixidae,Sialidae,Dixidae,Family,Family,2,Young,Young
Sialidae Dryopidae,Sialidae,Dryopidae,Family,Family,2,Young,Young
Sialidae Dytiscidae,Sialidae,Dytiscidae,Family,Family,1,Young and Adult,Young and Adult
Sialidae Elmidae,Sialidae,Elmidae,Family,Family,2,Young,Young
Sialidae Ephemeridae,Sialidae,Ephemeridae,Family,Family,1; 2,Young,Young
Sialidae Ephydridae,Sialidae,Ephydridae,Family,Family,2,Young,Young
Sialidae Gammaridae,Sialidae,Gammaridae,Family,Family,2,Young,Young
Sialidae Haliplidae,Sialidae,Haliplidae,Family,Family,2,Young,Young
Sialidae Heptageniidae,Sialidae,Heptageniidae,Family,Family,2,Young,Young
Sialidae Hydrophilidae,Sialidae,Hydrophilidae,Family,Family,2,Young,Young
Sialidae Lepidostomatidae,Sialidae,Lepidostomatidae,Family,Family,2,Young,Young
Sialidae Leuctridae,Sialidae,Leuctridae,Family,Family,1; 2,Young,Young
Sialidae Limnephilidae,Sialidae,Limnephilidae,Family,Family,1; 2,Young,Young
Sialidae Limoniidae,Sialidae,Limoniidae,Family,Family,2,Young,Young
Sialidae Lymnaeidae,Sialidae,Lymnaeidae,Family,Family,2,Young,Young
Sialidae Nemouridae,Sialidae,Nemouridae,Family,Family,1; 2,Young,Young
Sialidae Philopotamidae,Sialidae,Philopotamidae,Family,Family,2,Young,Young
Sialidae Physidae,Sialidae,Physidae,Family,Family,2,Young,Young
Sialidae Plankton,Sialidae,Plankton,Family,Feeding guild,2,Young,
Sialidae Psychodidae,Sialidae,Psychodidae,Family,Family,2,Young,Young
Sialidae Ptychopteridae,Sialidae,Ptychopteridae,Family,Family,2,Young,Young
Sialidae Scirtidae,Sialidae,Scirtidae,Family,Family,1; 2,Young,Young
Sialidae Sialidae,Sialidae,Sialidae,Family,Family,1,Young,Young
Sialidae Simuliidae,Sialidae,Simuliidae,Family,Family,1; 2,Young,Young
Sialidae Stratiomyidae,Sialidae,Stratiomyidae,Family,Family,2,Young,Young
Sialidae Syrphidae,Sialidae,Syrphidae,Family,Family,2,Young,Young
Sialidae Tipulidae,Sialidae,Tipulidae,Family,Family,1; 2,Young,Young
Simuliidae Aquatic detritus,Simuliidae,Aquatic detritus,Family,Feeding guild,2,Young,
Simuliidae Chironomidae,Simuliidae,Chironomidae,Family,Family,1,Young,Young
Simuliidae Haematophagous,Simuliidae,Haematophagous,Family,Feeding guild,2,Adult,
Simuliidae Plankton,Simuliidae,Plankton,Family,Feeding guild,2,Young,
Simuliidae Plants,Simuliidae,Plants,Family,Feeding guild,2,Young,Young
Simuliidae Simuliidae,Simuliidae,Simuliidae,Family,Family,1,Young,Young
Sphaeroceridae Acari,Sphaeroceridae,Fungi,Family,Feeding guild,103,Young,
Sphaeroceridae Acari,Sphaeroceridae,Terrestrial detritus,Family,Feeding guild,103,Young,
Staphylinidae Anthomyiidae,Staphylinidae,Anthomyiidae,Family,Family,1,,
Staphylinidae Calliphoridae,Staphylinidae,Calliphoridae,Family,Family,1,Young,Young
Staphylinidae Cantharidae,Staphylinidae,Cantharidae,Family,Family,1,Young and Adult,Young and Adult
Staphylinidae Carabidae,Staphylinidae,Carabidae,Family,Family,1,Young and Adult,Young and Adult
Staphylinidae Ceratopogonidae,Staphylinidae,Ceratopogonidae,Family,Family,1,Young,Young
Staphylinidae Chironomidae,Staphylinidae,Chironomidae,Family,Family,1,Young,Young
Staphylinidae Chordeumatidae,Staphylinidae,Chordeumatidae,Family,Family,1,Young and Adult,Young and Adult
Staphylinidae Chrysomelidae,Staphylinidae,Chrysomelidae,Family,Family,1,Adult,Adult
Staphylinidae Cicadellidae,Staphylinidae,Cicadellidae,Family,Family,1,Young,Young
Staphylinidae Clubionidae,Staphylinidae,Clubionidae,Family,Family,1,Young and Adult,Young and Adult
Staphylinidae Coccinellidae,Staphylinidae,Coccinellidae,Family,Family,1,,
Staphylinidae Collembola,Staphylinidae,Collembola,Family,Feeding guild,102; 87,Adult,Young and Adult
Staphylinidae Curculionidae,Staphylinidae,Curculionidae,Family,Family,1; 2,Adult,Adult
Staphylinidae Dytiscidae,Staphylinidae,Dytiscidae,Family,Family,1,Young,Young
Staphylinidae Elateridae,Staphylinidae,Elateridae,Family,Family,1,Young and Adult,Young and Adult
Staphylinidae Formicidae,Staphylinidae,Formicidae,Family,Family,1; 2,,
