"","Interaction","Source_Name","Target_Name","Source_Rank","Target_Rank","fg"
"1263","Limnephilidae Hydrophilidae","Limnephilidae","Hydrophilidae","Family","Family","Omnivore"
"1264","Limnephilidae Lepidostomatidae","Limnephilidae","Lepidostomatidae","Family","Family","Omnivore"
"1265","Limnephilidae Leuctridae","Limnephilidae","Leuctridae","Family","Family","Omnivore"
"1266","Limnephilidae Limnephilidae","Limnephilidae","Limnephilidae","Family","Family","Omnivore"
"1267","Limnephilidae Limoniidae","Limnephilidae","Limoniidae","Family","Family","Omnivore"
"1268","Limnephilidae Lymnaeidae","Limnephilidae","Lymnaeidae","Family","Family","Omnivore"
"1269","Limnephilidae Nemouridae","Limnephilidae","Nemouridae","Family","Family","Omnivore"
"1270","Limnephilidae Philopotamidae","Limnephilidae","Philopotamidae","Family","Family","Omnivore"
"1271","Limnephilidae Physidae","Limnephilidae","Physidae","Family","Family","Omnivore"
"1272","Limnephilidae Plants","Limnephilidae","Plants","Family","Feeding guild","Omnivore"
"1273","Limnephilidae Psychodidae","Limnephilidae","Psychodidae","Family","Family","Omnivore"
"1274","Limnephilidae Ptychopteridae","Limnephilidae","Ptychopteridae","Family","Family","Omnivore"
"1275","Limnephilidae Scavenger","Limnephilidae","Scavenger","Family","Feeding guild","Omnivore"
"1276","Limnephilidae Scirtidae","Limnephilidae","Scirtidae","Family","Family","Omnivore"
"1277","Limnephilidae Simuliidae","Limnephilidae","Simuliidae","Family","Family","Omnivore"
"1278","Limnephilidae Stratiomyidae","Limnephilidae","Stratiomyidae","Family","Family","Omnivore"
"1279","Limnephilidae Syrphidae","Limnephilidae","Syrphidae","Family","Family","Omnivore"
"1280","Limnephilidae Tipulidae","Limnephilidae","Tipulidae","Family","Family","Omnivore"
"1281","Limnesiidae Plants","Limnesiidae","Plants","Family","Feeding guild","Herbivore"
"1282","Limoniidae Aquatic detritus","Limoniidae","Aquatic detritus","Family","Feeding guild","Omnivore"
"1283","Limoniidae Chironomidae","Limoniidae","Chironomidae","Family","Family","Omnivore"
"1284","Limoniidae Heptageniidae","Limoniidae","Heptageniidae","Family","Family","Omnivore"
"1285","Limoniidae Leuctridae","Limoniidae","Leuctridae","Family","Family","Omnivore"
"1286","Limoniidae Limoniidae","Limoniidae","Limoniidae","Family","Family","Omnivore"
"1287","Limoniidae Philopotamidae","Limoniidae","Philopotamidae","Family","Family","Omnivore"
"1288","Limoniidae Plankton","Limoniidae","Plankton","Family","Feeding guild","Omnivore"
"1289","Limoniidae Plants","Limoniidae","Plants","Family","Feeding guild","Omnivore"
"1290","Lithobiidae Terrestrial detritus","Lithobiidae","Terrestrial detritus","Family","Feeding guild","Omnivore"
"1291","Lonchaeidae Plants","Lonchaeidae","Plants","Family","Feeding guild","Herbivore"
"1292","Lonchopteridae Algae","Lonchopteridae","Algae","Family","Feeding guild","Phytosaprophage"
"1293","Lonchopteridae Coprophagous","Lonchopteridae","Coprophagous","Family","Feeding guild","Phytosaprophage"
"1294","Lonchopteridae Fungi","Lonchopteridae","Fungi","Family","Feeding guild","Phytosaprophage"
"1295","Lonchopteridae Plants","Lonchopteridae","Plants","Family","Feeding guild","Phytosaprophage"
"1296","Lycosidae Agromyzidae","Lycosidae","Agromyzidae","Family","Family","Predator"
"1297","Lycosidae Anthomyiidae","Lycosidae","Anthomyiidae","Family","Family","Predator"
"1298","Lycosidae Cantharidae","Lycosidae","Cantharidae","Family","Family","Predator"
"1299","Lycosidae Carabidae","Lycosidae","Carabidae","Family","Family","Predator"
"1300","Lycosidae Cecidomyiidae","Lycosidae","Cecidomyiidae","Family","Family","Predator"
"1301","Lycosidae Ceratopogonidae","Lycosidae","Ceratopogonidae","Family","Family","Predator"
"1302","Lycosidae Chironomidae","Lycosidae","Chironomidae","Family","Family","Predator"
"1303","Lycosidae Chrysomelidae","Lycosidae","Chrysomelidae","Family","Family","Predator"
"1304","Lycosidae Cicadellidae","Lycosidae","Cicadellidae","Family","Family","Predator"
"1305","Lycosidae Clubionidae","Lycosidae","Clubionidae","Family","Family","Predator"
"1306","Lycosidae Coccinellidae","Lycosidae","Coccinellidae","Family","Family","Predator"
"1307","Lycosidae Curculionidae","Lycosidae","Curculionidae","Family","Family","Predator"
"1308","Lycosidae Dolichopodidae","Lycosidae","Dolichopodidae","Family","Family","Predator"
"1309","Lycosidae Dytiscidae","Lycosidae","Dytiscidae","Family","Family","Predator"
"1310","Lycosidae Ectobiidae","Lycosidae","Ectobiidae","Family","Family","Predator"
"1311","Lycosidae Elateridae","Lycosidae","Elateridae","Family","Family","Predator"
"1312","Lycosidae Empididae","Lycosidae","Empididae","Family","Family","Predator"
"1313","Lycosidae Ephydridae","Lycosidae","Ephydridae","Family","Family","Predator"
"1314","Lycosidae Erebidae","Lycosidae","Erebidae","Family","Family","Predator"
"1315","Lycosidae Fanniidae","Lycosidae","Fanniidae","Family","Family","Predator"
"1316","Lycosidae Formicidae","Lycosidae","Formicidae","Family","Family","Predator"
"1317","Lycosidae Geometridae","Lycosidae","Geometridae","Family","Family","Predator"
"1318","Lycosidae Geophilidae","Lycosidae","Geophilidae","Family","Family","Predator"
"1319","Lycosidae Limoniidae","Lycosidae","Limoniidae","Family","Family","Predator"
"1320","Lycosidae Lycosidae","Lycosidae","Lycosidae","Family","Family","Predator"
"1321","Lycosidae Lygaeidae","Lycosidae","Lygaeidae","Family","Family","Predator"
"1322","Lycosidae Lymnaeidae","Lycosidae","Lymnaeidae","Family","Family","Predator"
"1323","Lycosidae Miridae","Lycosidae","Miridae","Family","Family","Predator"
"1324","Lycosidae Muscidae","Lycosidae","Muscidae","Family","Family","Predator"
"1325","Lycosidae Nitidulidae","Lycosidae","Nitidulidae","Family","Family","Predator"
"1326","Lycosidae Noctuidae","Lycosidae","Noctuidae","Family","Family","Predator"
"1327","Lycosidae Phoridae","Lycosidae","Phoridae","Family","Family","Predator"
"1328","Lycosidae Psychodidae","Lycosidae","Psychodidae","Family","Family","Predator"
"1329","Lycosidae Pyralidae","Lycosidae","Pyralidae","Family","Family","Predator"
"1330","Lycosidae Rhyparochromidae","Lycosidae","Rhyparochromidae","Family","Family","Predator"
"1331","Lycosidae Scarabaeidae","Lycosidae","Scarabaeidae","Family","Family","Predator"
"1332","Lycosidae Sphaeroceridae","Lycosidae","Sphaeroceridae","Family","Family","Predator"
"1333","Lycosidae Staphylinidae","Lycosidae","Staphylinidae","Family","Family","Predator"
"1334","Lycosidae Syrphidae","Lycosidae","Syrphidae","Family","Family","Predator"
"1335","Lycosidae Tenthredinidae","Lycosidae","Tenthredinidae","Family","Family","Predator"
"1336","Lycosidae Tipulidae","Lycosidae","Tipulidae","Family","Family","Predator"
"1337","Lycosidae Tortricidae","Lycosidae","Tortricidae","Family","Family","Predator"
"1338","Lygaeidae Lygaeidae","Lygaeidae","Lygaeidae","Family","Family","Omnivore"
"1339","Lygaeidae Plants","Lygaeidae","Plants","Family","Feeding guild","Omnivore"
"1340","Lygaeidae Rhyparochromidae","Lygaeidae","Rhyparochromidae","Family","Family","Omnivore"
"1341","Lymnaeidae Cerambycidae","Lymnaeidae","Cerambycidae","Family","Family","Omnivore"
"1342","Lymnaeidae Hydridae","Lymnaeidae","Hydridae","Family","Family","Omnivore"
"1343","Lymnaeidae Plankton","Lymnaeidae","Plankton","Family","Feeding guild","Omnivore"
"1344","Lymnaeidae Plants","Lymnaeidae","Plants","Family","Feeding guild","Omnivore"
"1345","Miridae Agromyzidae","Miridae","Agromyzidae","Family","Family","Omnivore"
"1346","Miridae Chrysomelidae","Miridae","Chrysomelidae","Family","Family","Omnivore"
"1347","Miridae Cicadellidae","Miridae","Cicadellidae","Family","Family","Omnivore"
"1348","Miridae Formicidae","Miridae","Formicidae","Family","Family","Omnivore"
"1349","Miridae Miridae","Miridae","Miridae","Family","Family","Omnivore"
"1350","Miridae Plants","Miridae","Plants","Family","Feeding guild","Omnivore"
"1351","Muscidae Anthomyiidae","Muscidae","Anthomyiidae","Family","Family","Omnivore"
"1352","Muscidae Calliphoridae","Muscidae","Calliphoridae","Family","Family","Omnivore"
"1353","Muscidae Ceratopogonidae","Muscidae","Ceratopogonidae","Family","Family","Omnivore"
"1354","Muscidae Chironomidae","Muscidae","Chironomidae","Family","Family","Omnivore"
"1355","Muscidae Culicidae","Muscidae","Culicidae","Family","Family","Omnivore"
"1356","Muscidae Curculionidae","Muscidae","Curculionidae","Family","Family","Omnivore"
"1357","Muscidae Ectopsocidae","Muscidae","Ectopsocidae","Family","Family","Omnivore"
"1358","Muscidae Fanniidae","Muscidae","Fanniidae","Family","Family","Omnivore"
"1359","Muscidae Lonchaeidae","Muscidae","Lonchaeidae","Family","Family","Omnivore"
"1360","Muscidae Muscidae","Muscidae","Muscidae","Family","Family","Omnivore"
"1361","Muscidae Plants","Muscidae","Plants","Family","Feeding guild","Omnivore"
"1362","Muscidae Psychodidae","Muscidae","Psychodidae","Family","Family","Omnivore"
"1363","Muscidae Sarcophagidae","Muscidae","Sarcophagidae","Family","Family","Omnivore"
"1364","Muscidae Scarabaeidae","Muscidae","Scarabaeidae","Family","Family","Omnivore"
"1365","Muscidae Sciaridae","Muscidae","Sciaridae","Family","Family","Omnivore"
"1366","Muscidae Simuliidae","Muscidae","Simuliidae","Family","Family","Omnivore"
"1367","Mycetophagidae Fungi","Mycetophagidae","Fungi","Family","Feeding guild","Phytosaprophage"
"1368","Mycetophagidae Plants","Mycetophagidae","Plants","Family","Feeding guild","Phytosaprophage"
"1369","Naucoridae Chironomidae","Naucoridae","Chironomidae","Family","Family","Predator"
"1370","Naucoridae Lymnaeidae","Naucoridae","Lymnaeidae","Family","Family","Predator"
"1371","Naucoridae Naucoridae","Naucoridae","Naucoridae","Family","Family","Predator"
"1372","Nemonychidae Nemonychidae","Nemonychidae","Nemonychidae","Family","Family","Omnivore"
"1373","Nemonychidae Plants","Nemonychidae","Plants","Family","Feeding guild","Omnivore"
"1374","Nemouridae Aquatic detritus","Nemouridae","Aquatic detritus","Family","Feeding guild","Phytosaprophage"
"1375","Nemouridae Plants","Nemouridae","Plants","Family","Feeding guild","Phytosaprophage"
"1376","Nepidae Chironomidae","Nepidae","Chironomidae","Family","Family","Predator"
"1377","Nepidae Lymnaeidae","Nepidae","Lymnaeidae","Family","Family","Predator"
"1378","Nitidulidae Curculionidae","Nitidulidae","Curculionidae","Family","Family","Omnivore"
"1379","Nitidulidae Formicidae","Nitidulidae","Formicidae","Family","Family","Omnivore"
"1380","Nitidulidae Nitidulidae","Nitidulidae","Nitidulidae","Family","Family","Omnivore"
"1381","Nitidulidae Plants","Nitidulidae","Plants","Family","Feeding guild","Omnivore"
"1382","Noctuidae Agromyzidae","Noctuidae","Agromyzidae","Family","Family","Omnivore"
"1383","Noctuidae Noctuidae","Noctuidae","Noctuidae","Family","Family","Omnivore"
"1384","Noctuidae Plants","Noctuidae","Plants","Family","Feeding guild","Omnivore"
"1385","Noteridae Ceratopogonidae","Noteridae","Ceratopogonidae","Family","Family","Predator"
"1386","Noteridae Chironomidae","Noteridae","Chironomidae","Family","Family","Predator"
"1387","Noteridae Culicidae","Noteridae","Culicidae","Family","Family","Predator"
"1388","Notonectidae Baetidae","Notonectidae","Baetidae","Family","Family","Omnivore"
"1389","Notonectidae Caenidae","Notonectidae","Caenidae","Family","Family","Omnivore"
"1390","Notonectidae Candonidae","Notonectidae","Candonidae","Family","Family","Omnivore"
"1391","Notonectidae Capniidae","Notonectidae","Capniidae","Family","Family","Omnivore"
"1392","Notonectidae Ceratopogonidae","Notonectidae","Ceratopogonidae","Family","Family","Omnivore"
"1393","Notonectidae Chironomidae","Notonectidae","Chironomidae","Family","Family","Omnivore"
"1394","Notonectidae Chrysomelidae","Notonectidae","Chrysomelidae","Family","Family","Omnivore"
"1395","Notonectidae Coenagrionidae","Notonectidae","Coenagrionidae","Family","Family","Omnivore"
"1396","Notonectidae Culicidae","Notonectidae","Culicidae","Family","Family","Omnivore"
"1397","Notonectidae Curculionidae","Notonectidae","Curculionidae","Family","Family","Omnivore"
"1398","Notonectidae Daphniidae","Notonectidae","Daphniidae","Family","Family","Omnivore"
"1399","Notonectidae Dixidae","Notonectidae","Dixidae","Family","Family","Omnivore"
"1400","Notonectidae Dryopidae","Notonectidae","Dryopidae","Family","Family","Omnivore"
"1401","Notonectidae Dytiscidae","Notonectidae","Dytiscidae","Family","Family","Omnivore"
"1402","Notonectidae Elmidae","Notonectidae","Elmidae","Family","Family","Omnivore"
"1403","Notonectidae Ephemeridae","Notonectidae","Ephemeridae","Family","Family","Omnivore"
"1404","Notonectidae Ephydridae","Notonectidae","Ephydridae","Family","Family","Omnivore"
"1405","Notonectidae Formicidae","Notonectidae","Formicidae","Family","Family","Omnivore"
"1406","Notonectidae Gammaridae","Notonectidae","Gammaridae","Family","Family","Omnivore"
"1407","Notonectidae Gerridae","Notonectidae","Gerridae","Family","Family","Omnivore"
"1408","Notonectidae Haliplidae","Notonectidae","Haliplidae","Family","Family","Omnivore"
"1409","Notonectidae Heptageniidae","Notonectidae","Heptageniidae","Family","Family","Omnivore"
"1410","Notonectidae Hydrophilidae","Notonectidae","Hydrophilidae","Family","Family","Omnivore"
"1411","Notonectidae Lepidostomatidae","Notonectidae","Lepidostomatidae","Family","Family","Omnivore"
"1412","Notonectidae Leuctridae","Notonectidae","Leuctridae","Family","Family","Omnivore"
"1413","Notonectidae Limnephilidae","Notonectidae","Limnephilidae","Family","Family","Omnivore"
"1414","Notonectidae Limoniidae","Notonectidae","Limoniidae","Family","Family","Omnivore"
"1415","Notonectidae Lymnaeidae","Notonectidae","Lymnaeidae","Family","Family","Omnivore"
"1416","Notonectidae Nemouridae","Notonectidae","Nemouridae","Family","Family","Omnivore"
"1417","Notonectidae Noteridae","Notonectidae","Noteridae","Family","Family","Omnivore"
"1418","Notonectidae Notonectidae","Notonectidae","Notonectidae","Family","Family","Omnivore"
"1419","Notonectidae Philopotamidae","Notonectidae","Philopotamidae","Family","Family","Omnivore"
"1420","Notonectidae Physidae","Notonectidae","Physidae","Family","Family","Omnivore"
"1421","Notonectidae Plankton","Notonectidae","Plankton","Family","Feeding guild","Omnivore"
"1422","Notonectidae Psychodidae","Notonectidae","Psychodidae","Family","Family","Omnivore"
"1423","Notonectidae Ptychopteridae","Notonectidae","Ptychopteridae","Family","Family","Omnivore"
"1424","Notonectidae Scirtidae","Notonectidae","Scirtidae","Family","Family","Omnivore"
"1425","Notonectidae Sialidae","Notonectidae","Sialidae","Family","Family","Omnivore"
"1426","Notonectidae Simuliidae","Notonectidae","Simuliidae","Family","Family","Omnivore"
"1427","Notonectidae Stratiomyidae","Notonectidae","Stratiomyidae","Family","Family","Omnivore"
"1428","Notonectidae Syrphidae","Notonectidae","Syrphidae","Family","Family","Omnivore"
"1429","Notonectidae Tipulidae","Notonectidae","Tipulidae","Family","Family","Omnivore"
"1430","Odontoceridae Aquatic detritus","Odontoceridae","Aquatic detritus","Family","Feeding guild","Omnivore"
"1431","Odontoceridae Baetidae","Odontoceridae","Baetidae","Family","Family","Omnivore"
"1432","Odontoceridae Caenidae","Odontoceridae","Caenidae","Family","Family","Omnivore"
"1433","Odontoceridae Capniidae","Odontoceridae","Capniidae","Family","Family","Omnivore"
"1434","Odontoceridae Chironomidae","Odontoceridae","Chironomidae","Family","Family","Omnivore"
"1435","Odontoceridae Chrysomelidae","Odontoceridae","Chrysomelidae","Family","Family","Omnivore"
"1436","Odontoceridae Culicidae","Odontoceridae","Culicidae","Family","Family","Omnivore"
"1437","Odontoceridae Curculionidae","Odontoceridae","Curculionidae","Family","Family","Omnivore"
"1438","Odontoceridae Dixidae","Odontoceridae","Dixidae","Family","Family","Omnivore"
"1439","Odontoceridae Dryopidae","Odontoceridae","Dryopidae","Family","Family","Omnivore"
"1440","Odontoceridae Elmidae","Odontoceridae","Elmidae","Family","Family","Omnivore"
"1441","Odontoceridae Ephemeridae","Odontoceridae","Ephemeridae","Family","Family","Omnivore"
"1442","Odontoceridae Ephydridae","Odontoceridae","Ephydridae","Family","Family","Omnivore"
"1443","Odontoceridae Gammaridae","Odontoceridae","Gammaridae","Family","Family","Omnivore"
"1444","Odontoceridae Haliplidae","Odontoceridae","Haliplidae","Family","Family","Omnivore"
"1445","Odontoceridae Heptageniidae","Odontoceridae","Heptageniidae","Family","Family","Omnivore"
"1446","Odontoceridae Hydrophilidae","Odontoceridae","Hydrophilidae","Family","Family","Omnivore"
"1447","Odontoceridae Lepidostomatidae","Odontoceridae","Lepidostomatidae","Family","Family","Omnivore"
"1448","Odontoceridae Leuctridae","Odontoceridae","Leuctridae","Family","Family","Omnivore"
"1449","Odontoceridae Limnephilidae","Odontoceridae","Limnephilidae","Family","Family","Omnivore"
"1450","Odontoceridae Limoniidae","Odontoceridae","Limoniidae","Family","Family","Omnivore"
"1451","Odontoceridae Lymnaeidae","Odontoceridae","Lymnaeidae","Family","Family","Omnivore"
"1452","Odontoceridae Nemouridae","Odontoceridae","Nemouridae","Family","Family","Omnivore"
"1453","Odontoceridae Philopotamidae","Odontoceridae","Philopotamidae","Family","Family","Omnivore"
"1454","Odontoceridae Physidae","Odontoceridae","Physidae","Family","Family","Omnivore"
"1455","Odontoceridae Plants","Odontoceridae","Plants","Family","Feeding guild","Omnivore"
"1456","Odontoceridae Psychodidae","Odontoceridae","Psychodidae","Family","Family","Omnivore"
"1457","Odontoceridae Ptychopteridae","Odontoceridae","Ptychopteridae","Family","Family","Omnivore"
"1458","Odontoceridae Scirtidae","Odontoceridae","Scirtidae","Family","Family","Omnivore"
"1459","Odontoceridae Simuliidae","Odontoceridae","Simuliidae","Family","Family","Omnivore"
"1460","Odontoceridae Stratiomyidae","Odontoceridae","Stratiomyidae","Family","Family","Omnivore"
"1461","Odontoceridae Syrphidae","Odontoceridae","Syrphidae","Family","Family","Omnivore"
"1462","Odontoceridae Tipulidae","Odontoceridae","Tipulidae","Family","Family","Omnivore"
"1463","Parasitidae Carabidae","Parasitidae","Carabidae","Family","Family","Predator"
"1464","Pediciidae Terrestrial detritus","Pediciidae","Terrestrial detritus","Family","Feeding guild","Detritivore"
"1465","Peripsocidae Terrestrial detritus","Peripsocidae","Terrestrial detritus","Family","Feeding guild","Detritivore"
"1466","Perlodidae Baetidae","Perlodidae","Baetidae","Family","Family","Omnivore"
"1467","Perlodidae Caenidae","Perlodidae","Caenidae","Family","Family","Omnivore"
"1468","Perlodidae Capniidae","Perlodidae","Capniidae","Family","Family","Omnivore"
"1469","Perlodidae Chironomidae","Perlodidae","Chironomidae","Family","Family","Omnivore"
"1470","Perlodidae Chrysomelidae","Perlodidae","Chrysomelidae","Family","Family","Omnivore"
"1471","Perlodidae Culicidae","Perlodidae","Culicidae","Family","Family","Omnivore"
"1472","Perlodidae Curculionidae","Perlodidae","Curculionidae","Family","Family","Omnivore"
"1473","Perlodidae Dixidae","Perlodidae","Dixidae","Family","Family","Omnivore"
"1474","Perlodidae Dryopidae","Perlodidae","Dryopidae","Family","Family","Omnivore"
"1475","Perlodidae Dytiscidae","Perlodidae","Dytiscidae","Family","Family","Omnivore"
"1476","Perlodidae Elmidae","Perlodidae","Elmidae","Family","Family","Omnivore"
"1477","Perlodidae Ephemeridae","Perlodidae","Ephemeridae","Family","Family","Omnivore"
"1478","Perlodidae Ephydridae","Perlodidae","Ephydridae","Family","Family","Omnivore"
"1479","Perlodidae Gammaridae","Perlodidae","Gammaridae","Family","Family","Omnivore"
"1480","Perlodidae Haliplidae","Perlodidae","Haliplidae","Family","Family","Omnivore"
"1481","Perlodidae Heptageniidae","Perlodidae","Heptageniidae","Family","Family","Omnivore"
"1482","Perlodidae Hydrophilidae","Perlodidae","Hydrophilidae","Family","Family","Omnivore"
"1483","Perlodidae Lepidostomatidae","Perlodidae","Lepidostomatidae","Family","Family","Omnivore"
"1484","Perlodidae Leuctridae","Perlodidae","Leuctridae","Family","Family","Omnivore"
"1485","Perlodidae Limnephilidae","Perlodidae","Limnephilidae","Family","Family","Omnivore"
"1486","Perlodidae Limoniidae","Perlodidae","Limoniidae","Family","Family","Omnivore"
"1487","Perlodidae Lymnaeidae","Perlodidae","Lymnaeidae","Family","Family","Omnivore"
"1488","Perlodidae Nemouridae","Perlodidae","Nemouridae","Family","Family","Omnivore"
"1489","Perlodidae Perlodidae","Perlodidae","Perlodidae","Family","Family","Omnivore"
"1490","Perlodidae Philopotamidae","Perlodidae","Philopotamidae","Family","Family","Omnivore"
"1491","Perlodidae Physidae","Perlodidae","Physidae","Family","Family","Omnivore"
"1492","Perlodidae Plankton","Perlodidae","Plankton","Family","Feeding guild","Omnivore"
"1493","Perlodidae Plants","Perlodidae","Plants","Family","Feeding guild","Omnivore"
"1494","Perlodidae Psychodidae","Perlodidae","Psychodidae","Family","Family","Omnivore"
"1495","Perlodidae Ptychopteridae","Perlodidae","Ptychopteridae","Family","Family","Omnivore"
"1496","Perlodidae Scirtidae","Perlodidae","Scirtidae","Family","Family","Omnivore"
"1497","Perlodidae Simuliidae","Perlodidae","Simuliidae","Family","Family","Omnivore"
"1498","Perlodidae Stratiomyidae","Perlodidae","Stratiomyidae","Family","Family","Omnivore"
"1499","Perlodidae Syrphidae","Perlodidae","Syrphidae","Family","Family","Omnivore"
"1500","Perlodidae Tipulidae","Perlodidae","Tipulidae","Family","Family","Omnivore"
"1501","Phalangiidae Chrysomelidae","Phalangiidae","Chrysomelidae","Family","Family","Predator"
"1502","Phalangiidae Elipsocidae","Phalangiidae","Elipsocidae","Family","Family","Predator"
"1503","Phalangiidae Noctuidae","Phalangiidae","Noctuidae","Family","Family","Predator"
"1504","Phalangiidae Peripsocidae","Phalangiidae","Peripsocidae","Family","Family","Predator"
"1505","Philopotamidae Algae","Philopotamidae","Algae","Family","Feeding guild","Omnivore"
"1506","Philopotamidae Aquatic detritus","Philopotamidae","Aquatic detritus","Family","Feeding guild","Omnivore"
"1507","Philopotamidae Baetidae","Philopotamidae","Baetidae","Family","Family","Omnivore"
"1508","Philopotamidae Plants","Philopotamidae","Plants","Family","Feeding guild","Omnivore"
"1509","Philotarsidae Terrestrial detritus","Philotarsidae","Terrestrial detritus","Family","Feeding guild","Detritivore"
"1510","Phoridae Geometridae","Phoridae","Geometridae","Family","Family","Predator"
"1511","Physidae Plankton","Physidae","Plankton","Family","Feeding guild","Phytosaprophage"
"1512","Physidae Plants","Physidae","Plants","Family","Feeding guild","Phytosaprophage"
"1513","Pipunculidae Cicadellidae","Pipunculidae","Cicadellidae","Family","Family","Omnivore"
"1514","Pipunculidae Plants","Pipunculidae","Plants","Family","Feeding guild","Omnivore"
"1515","Platypezidae Fungi","Platypezidae","Fungi","Family","Feeding guild","Phytosaprophage"
"1516","Platypezidae Plants","Platypezidae","Plants","Family","Feeding guild","Phytosaprophage"
"1517","Platystomatidae Fungi","Platystomatidae","Fungi","Family","Feeding guild","Phytosaprophage"
"1518","Platystomatidae Plants","Platystomatidae","Plants","Family","Feeding guild","Phytosaprophage"
"1519","Polyxenidae Terrestrial detritus","Polyxenidae","Terrestrial detritus","Family","Feeding guild","Detritivore"
"1520","Psychodidae Aquatic detritus","Psychodidae","Aquatic detritus","Family","Feeding guild","Phytosaprophage"
"1521","Psychodidae Plankton","Psychodidae","Plankton","Family","Feeding guild","Phytosaprophage"
"1522","Psychodidae Plants","Psychodidae","Plants","Family","Feeding guild","Phytosaprophage"
"1523","Ptychopteridae Aquatic detritus","Ptychopteridae","Aquatic detritus","Family","Feeding guild","Phytosaprophage"
"1524","Ptychopteridae Plankton","Ptychopteridae","Plankton","Family","Feeding guild","Phytosaprophage"
"1525","Ptychopteridae Plants","Ptychopteridae","Plants","Family","Feeding guild","Phytosaprophage"
"1526","Pyralidae Plants","Pyralidae","Plants","Family","Feeding guild","Herbivore"
"1527","Rhagionidae Baetidae","Rhagionidae","Baetidae","Family","Family","Omnivore"
"1528","Rhagionidae Caenidae","Rhagionidae","Caenidae","Family","Family","Omnivore"
"1529","Rhagionidae Capniidae","Rhagionidae","Capniidae","Family","Family","Omnivore"
"1530","Rhagionidae Chironomidae","Rhagionidae","Chironomidae","Family","Family","Omnivore"
"1531","Rhagionidae Chrysomelidae","Rhagionidae","Chrysomelidae","Family","Family","Omnivore"
"1532","Rhagionidae Culicidae","Rhagionidae","Culicidae","Family","Family","Omnivore"
"1533","Rhagionidae Curculionidae","Rhagionidae","Curculionidae","Family","Family","Omnivore"
"1534","Rhagionidae Dixidae","Rhagionidae","Dixidae","Family","Family","Omnivore"
"1535","Rhagionidae Dryopidae","Rhagionidae","Dryopidae","Family","Family","Omnivore"
"1536","Rhagionidae Elmidae","Rhagionidae","Elmidae","Family","Family","Omnivore"
"1537","Rhagionidae Ephemeridae","Rhagionidae","Ephemeridae","Family","Family","Omnivore"
"1538","Rhagionidae Ephydridae","Rhagionidae","Ephydridae","Family","Family","Omnivore"
"1539","Rhagionidae Gammaridae","Rhagionidae","Gammaridae","Family","Family","Omnivore"
"1540","Rhagionidae Haematophagous","Rhagionidae","Haematophagous","Family","Feeding guild","Omnivore"
"1541","Rhagionidae Haliplidae","Rhagionidae","Haliplidae","Family","Family","Omnivore"
"1542","Rhagionidae Heptageniidae","Rhagionidae","Heptageniidae","Family","Family","Omnivore"
"1543","Rhagionidae Hydrophilidae","Rhagionidae","Hydrophilidae","Family","Family","Omnivore"
"1544","Rhagionidae Lepidostomatidae","Rhagionidae","Lepidostomatidae","Family","Family","Omnivore"
"1545","Rhagionidae Leuctridae","Rhagionidae","Leuctridae","Family","Family","Omnivore"
"1546","Rhagionidae Limnephilidae","Rhagionidae","Limnephilidae","Family","Family","Omnivore"
"1547","Rhagionidae Limoniidae","Rhagionidae","Limoniidae","Family","Family","Omnivore"
"1548","Rhagionidae Lymnaeidae","Rhagionidae","Lymnaeidae","Family","Family","Omnivore"
"1549","Rhagionidae Nemouridae","Rhagionidae","Nemouridae","Family","Family","Omnivore"
"1550","Rhagionidae Philopotamidae","Rhagionidae","Philopotamidae","Family","Family","Omnivore"
"1551","Rhagionidae Physidae","Rhagionidae","Physidae","Family","Family","Omnivore"
"1552","Rhagionidae Plankton","Rhagionidae","Plankton","Family","Feeding guild","Omnivore"
"1553","Rhagionidae Psychodidae","Rhagionidae","Psychodidae","Family","Family","Omnivore"
"1554","Rhagionidae Ptychopteridae","Rhagionidae","Ptychopteridae","Family","Family","Omnivore"
"1555","Rhagionidae Scirtidae","Rhagionidae","Scirtidae","Family","Family","Omnivore"
"1556","Rhagionidae Simuliidae","Rhagionidae","Simuliidae","Family","Family","Omnivore"
"1557","Rhagionidae Stratiomyidae","Rhagionidae","Stratiomyidae","Family","Family","Omnivore"
"1558","Rhagionidae Syrphidae","Rhagionidae","Syrphidae","Family","Family","Omnivore"
"1559","Rhagionidae Tipulidae","Rhagionidae","Tipulidae","Family","Family","Omnivore"
"1560","Rhodacaridae Elateridae","Rhodacaridae","Elateridae","Family","Family","Predator"
"1561","Rhyparochromidae Formicidae","Rhyparochromidae","Formicidae","Family","Family","Omnivore"
"1562","Rhyparochromidae Plants","Rhyparochromidae","Plants","Family","Feeding guild","Omnivore"
"1563","Rhyparochromidae Rhyparochromidae","Rhyparochromidae","Rhyparochromidae","Family","Family","Omnivore"
"1564","Sarcophagidae Carabidae","Sarcophagidae","Carabidae","Family","Family","Omnivore"
"1565","Sarcophagidae Cerambycidae","Sarcophagidae","Cerambycidae","Family","Family","Omnivore"
"1566","Sarcophagidae Curculionidae","Sarcophagidae","Curculionidae","Family","Family","Omnivore"
"1567","Sarcophagidae Erebidae","Sarcophagidae","Erebidae","Family","Family","Omnivore"
"1568","Sarcophagidae Plants","Sarcophagidae","Plants","Family","Feeding guild","Omnivore"
"1569","Sarcophagidae Scarabaeidae","Sarcophagidae","Scarabaeidae","Family","Family","Omnivore"
